#  day  time	GHI	DNI	DHI	Tamb	rH	WS12	WS06	WD
#  [day]  [time]	[W/m2]	[W/m2]	[W/m2]	[C]	[%]	[m/s]	[m/s]	[°]
27/06/2013 15:30	509.9	942	40.94	30.49	3.807	1.93	1.706	231
27/06/2013 15:40	481	930	40.98	30.91	3.833	1.915	1.687	271
27/06/2013 15:50	450.2	918	40.03	31.55	3.435	1.581	1.501	283
27/06/2013 16:00	417.4	904	37.88	30.5	3.543	1.641	1.568	196
27/06/2013 16:10	385.4	892	36.05	30.59	2.174	2.305	2.016	241
27/06/2013 16:20	347	859	35.72	31	2.342	1.318	1.191	300
27/06/2013 16:30	315.8	857	31.9	31.24	1.845	0.515	0.472	155
27/06/2013 16:40	280.4	830	30.81	30.49	2.382	1.91	1.747	200
27/06/2013 16:50	243.3	791.4	29.93	30.43	2.756	1.488	1.305	235
27/06/2013 17:00	205.2	744.1	28.57	30.29	4.052	2.934	2.471	242
27/06/2013 17:10	171	707.2	26.09	29.64	5.795	4.838	3.712	268
27/06/2013 17:20	135.8	656.8	23.04	29.1	6.405	5.329	4.165	274
27/06/2013 17:30	101.7	595.2	19.4	28.43	6.935	5.722	4.393	277
27/06/2013 17:40	67.04	493.3	15.02	27.91	7.233	5.172	3.879	278
27/06/2013 17:50	35.05	333.6	9.66	27.32	7.519	4.644	3.487	279
27/06/2013 18:00	7.527	76.51	3.785	26.46	7.876	4.726	3.649	276
27/06/2013 18:10	0.032	0.028	0.104	25.66	8.29	4.036	3.007	273
27/06/2013 18:20	0	0.025	0	24.86	8.72	3.22	2.19	267
27/06/2013 18:30	0	0.007	0	24.13	9.44	3.504	2.427	261
27/06/2013 18:40	0	0.021	0	23.57	9.91	3.228	2.278	255
27/06/2013 18:50	0	0.028	0	22.57	9.81	3.134	2.061	246
27/06/2013 19:00	0	0.014	0	22.11	10.11	3.37	2.284	248
27/06/2013 19:10	0	0.031	0	21.41	10.79	3.79	2.636	245
27/06/2013 19:20	0	0.023	0	20.86	11.31	3.141	2.29	212
27/06/2013 19:30	0	0.054	0	21.48	10.97	2.011	1.506	72
27/06/2013 19:40	0	0.024	0	22.47	9.74	1.397	1.295	58
27/06/2013 19:50	0	0.011	0	21.74	10.14	2.074	1.825	135
27/06/2013 20:00	0	0.004	0	21.3	10.29	3.597	3.091	156
27/06/2013 20:10	0	0.068	0	21.22	10.24	3.914	3.445	189
27/06/2013 20:20	0	0.004	0	20.95	10.19	2.952	2.302	203
27/06/2013 20:30	0	0.041	0	19.94	10.43	3.523	2.961	193
27/06/2013 20:40	0	0.007	0	18.4	10.55	4.136	3.599	168
27/06/2013 20:50	0	0	0	18.08	9.8	3.959	3.168	169
27/06/2013 21:00	0	0.011	0	18.66	9.49	3.274	2.753	185
27/06/2013 21:10	0	0.01	0	18.62	9.79	2.744	2.422	181
27/06/2013 21:20	0	0.016	0	19.25	9.56	2.253	2.064	170
27/06/2013 21:30	0	0.056	0	19.57	9.06	3.463	3.104	184
27/06/2013 21:40	0	0.014	0	17.77	10.29	4.105	3.283	170
27/06/2013 21:50	0	0.012	0	18.35	10.08	5.059	4.331	173
27/06/2013 22:00	0	0.002	0	18.9	9.78	5.099	4.321	175
27/06/2013 22:10	0	0.046	0	16.75	11.03	3.188	2.436	211
27/06/2013 22:20	0	0	0	15.84	11.99	3.372	2.426	202
27/06/2013 22:30	0	0.053	0	15.53	12.17	3.383	2.668	200
27/06/2013 22:40	0	0	0	14.01	12.8	2.517	1.912	216
27/06/2013 22:50	0	0.034	0	12.68	13.31	2.764	2.01	255
27/06/2013 23:00	0	0.035	0	13.14	13.14	4.865	3.881	221
27/06/2013 23:10	0	0.041	0	13.41	12.84	5.173	4.529	201
27/06/2013 23:20	0	0.054	0	13.05	13.24	3.976	3.547	191
27/06/2013 23:30	0	0.027	0	12.16	13.37	2.171	1.774	212
27/06/2013 23:40	0	0.059	0	12.13	13.28	2.743	2.114	213
27/06/2013 23:50	0	0.056	0	12.71	12.34	3.903	3.229	206
28/06/2013 00:00	0	0.025	0	12.42	12.28	3.752	3.135	201
28/06/2013 00:10	0	0.049	0	11.67	12.84	2.87	2.278	212
28/06/2013 00:20	0	0.004	0	11.4	13	2.219	1.68	199
28/06/2013 00:30	0	0.03	0	11.49	13.06	3.703	3.348	190
28/06/2013 00:40	0	0.02	0	11.59	13.82	3.587	3.101	196
28/06/2013 00:50	0	0.041	0	10.51	13.17	4.028	3.262	210
28/06/2013 01:00	0	0.006	0	10.25	13.24	3.468	2.614	210
28/06/2013 01:10	0	0.036	0	9.61	13.15	3.358	2.614	216
28/06/2013 01:20	0	0.002	0	8.92	13.29	3.587	2.675	222
28/06/2013 01:30	0	0.017	0	8.28	13.13	3.824	2.704	231
28/06/2013 01:40	0	0.012	0	7.729	13.65	3.985	2.919	222
28/06/2013 01:50	0	0.027	0	7.618	13.98	4.68	3.38	222
28/06/2013 02:00	0	0.019	0	7.859	14.35	4.448	3.475	216
28/06/2013 02:10	0	0.039	0	7.873	14.76	4.018	3.047	218
28/06/2013 02:20	0	0.022	0	8.4	14.59	3.638	2.688	210
28/06/2013 02:30	0	0.026	0	9.39	14.08	3.462	2.642	207
28/06/2013 02:40	0	0.016	0	9.33	14.39	3.76	2.9	212
28/06/2013 02:50	0	0.012	0	9.47	14.55	3.39	2.537	220
28/06/2013 03:00	0	0.024	0	8.95	15.05	3.495	2.61	218
28/06/2013 03:10	0	0.016	0	7.965	15.75	3.875	2.911	210
28/06/2013 03:20	0	0.026	0	8.73	14.7	4.577	3.521	209
28/06/2013 03:30	0	0.001	0	8.17	14.64	4.816	3.939	207
28/06/2013 03:40	0	0.004	0	7.329	15.54	4.39	3.385	212
28/06/2013 03:50	0	0.006	0	6.986	16.06	3.703	2.941	213
28/06/2013 04:00	0	0.077	0	6.924	16.51	3.843	2.975	213
28/06/2013 04:10	0	0.017	0	7.175	16.12	3.791	2.85	220
28/06/2013 04:20	0	0.028	0	7.035	16.02	3.301	2.381	221
28/06/2013 04:30	0	0.032	0	6.698	16.64	3.78	2.682	218
28/06/2013 04:40	0	0.032	0	6.774	16.68	3.845	2.951	220
28/06/2013 04:50	0	0.009	0	6.788	16.71	4.828	3.758	218
28/06/2013 05:00	0	0.049	0	7.284	16.22	3.995	3.062	217
28/06/2013 05:10	0	0.06	0	7.353	16.43	3.579	2.629	222
28/06/2013 05:20	0	0.044	0	7.172	16.6	3.569	2.579	234
28/06/2013 05:30	0	0.025	0	6.733	16.95	4	2.933	228
28/06/2013 05:40	0	0.04	0	6.433	17.82	4.372	3.081	224
28/06/2013 05:50	0	0.021	0	6.585	19.28	4.718	3.532	221
28/06/2013 06:00	0	0.053	0	6.523	20.4	4.233	3.133	223
28/06/2013 06:10	0	0.084	0	6.293	20.79	5.378	4.091	221
28/06/2013 06:20	0	0.025	0	6.357	20.59	4.988	3.843	220
28/06/2013 06:30	0	0.014	0	6.113	21	4.286	3.358	217
28/06/2013 06:40	0	0.034	0	5.871	21.61	4.613	3.668	214
28/06/2013 06:50	0	0.006	0	6.401	20.98	5.011	4.053	210
28/06/2013 07:00	0	0.012	0	6.701	20.53	4.525	3.67	209
28/06/2013 07:10	0	0.009	0	6.955	20.31	5.024	4.16	205
28/06/2013 07:20	0.146	0.041	0.365	7.013	20.21	4.19	3.383	205
28/06/2013 07:30	5.14	4.621	4.502	6.833	20.38	4.248	3.323	206
28/06/2013 07:40	32.06	278.7	12.23	6.774	20.52	4.519	3.539	207
28/06/2013 07:50	60.95	439.1	18.46	7.648	19.52	3.942	3.106	208
28/06/2013 08:00	93.2	536.9	23.65	8.36	18.82	4.349	3.557	203
28/06/2013 08:10	127.2	610.2	27.89	8.66	18.32	3.174	2.529	216
28/06/2013 08:20	162.8	671.1	31.47	9.1	18.06	4.129	3.215	202
28/06/2013 08:30	198.9	720	34.42	9.73	17.39	3.962	3.262	207
28/06/2013 08:40	235.1	759.5	37.03	10.79	16.58	3.553	2.768	211
28/06/2013 08:50	270.7	790.4	39.58	11.97	15.74	3.245	2.722	207
28/06/2013 09:00	306.2	819	41.18	13.01	14.71	4.209	3.827	201
28/06/2013 09:10	340.7	842	43.04	14.27	13.79	3.52	3.152	203
28/06/2013 09:20	374.7	862	44.26	15.46	12.63	3.523	3.132	207
28/06/2013 09:30	408	881	45.33	16.24	11.99	3.835	3.48	208
28/06/2013 09:40	440.1	896	46.4	17.3	11.19	4.155	3.637	202
28/06/2013 09:50	470.8	910	47.32	18.54	10.38	4.189	3.842	204
28/06/2013 10:00	500.2	921	48.34	19.59	9.85	3.708	3.39	205
28/06/2013 10:10	528.5	931	49.27	20.96	8.95	3.933	3.705	202
28/06/2013 10:20	554.6	937	50.61	21.75	8.5	4.213	3.893	199
28/06/2013 10:30	579.7	944	51.88	22.5	8.1	4.445	4.096	195
28/06/2013 10:40	603	950	52.28	23.03	7.867	4.421	4.228	197
28/06/2013 10:50	625.3	957	52.53	23.3	7.649	4.932	4.564	196
28/06/2013 11:00	646	962	53.85	24.07	7.164	4.366	4.125	198
28/06/2013 11:10	665.5	970	52.76	24.81	6.755	4.333	4.07	199
28/06/2013 11:20	682.7	973	53.71	25.56	6.334	3.307	3.016	208
28/06/2013 11:30	697.9	976	54.13	26.38	5.828	3.638	3.324	199
28/06/2013 11:40	711.6	981	53.81	27.31	5.277	3.357	3.084	185
28/06/2013 11:50	722.7	983	53.66	27.48	5.114	3.599	3.465	182
28/06/2013 12:00	733.2	985	54.69	27.67	5.095	3.59	3.397	194
28/06/2013 12:10	741.2	986	55.19	27.86	5.016	3.409	3.201	201
28/06/2013 12:20	748	988	54.99	28.51	4.721	3.516	3.313	205
28/06/2013 12:30	753.5	994	52.7	28.72	4.487	3.397	3.232	203
28/06/2013 12:40	756.6	998	51.42	28.87	4.319	3.782	3.631	196
28/06/2013 12:50	756.5	998	51.1	29.21	3.978	3.758	3.562	194
28/06/2013 13:00	755.9	1001	49.31	29.36	3.701	3.434	3.218	208
28/06/2013 13:10	752.3	1001	48.49	29.75	3.635	2.856	2.534	216
28/06/2013 13:20	746.6	1001	47.34	30.04	3.506	3.098	2.688	210
28/06/2013 13:30	739.1	999	47.8	30.14	3.447	2.899	2.523	224
28/06/2013 13:40	729.9	997	47.56	30.45	3.307	2.589	2.242	229
28/06/2013 13:50	718.2	993	47.62	30.66	3.294	2.86	2.329	234
28/06/2013 14:00	704.4	988	48.46	30.56	3.351	2.675	2.42	226
28/06/2013 14:10	689	984	47.76	30.86	3.24	1.876	1.675	234
28/06/2013 14:20	673.2	984	45.62	31.44	3.063	2.608	2.261	252
28/06/2013 14:30	654.7	981	44.37	31.21	3.089	1.781	1.57	246
28/06/2013 14:40	633.4	973	44.72	31.1	3.122	2.436	2.371	190
28/06/2013 14:50	612.1	969	44.26	30.98	3.089	2.116	1.964	180
28/06/2013 15:00	588.8	964	42.62	31.14	2.927	2.199	2.019	212
28/06/2013 15:10	562.9	957	41.03	31.19	2.858	1.239	1.187	187
28/06/2013 15:20	535	948	39.76	32.09	2.562	0.842	0.845	344
28/06/2013 15:30	508	939	39.17	31.85	2.618	2.385	2.335	214
28/06/2013 15:40	480.4	931	38.51	31.31	2.671	1.442	1.385	220
28/06/2013 15:50	448.8	920	36.31	31.65	2.502	1.549	1.411	129
28/06/2013 16:00	416.8	906	35.6	31.63	2.486	0.825	0.786	196
28/06/2013 16:10	383.9	890	34.19	31.75	2.302	1.282	1.234	162
28/06/2013 16:20	351.2	872	34.22	31.47	2.251	2.453	2.337	189
28/06/2013 16:30	316.8	849	33.75	31.19	2.357	2.618	2.462	198
28/06/2013 16:40	280.5	823	31.6	31.36	2.342	2.127	1.996	179
28/06/2013 16:50	245.5	791.7	30.99	31.2	2.367	3.105	2.926	202
28/06/2013 17:00	209.2	754	29.12	30.93	2.56	2.75	2.475	208
28/06/2013 17:10	172	707.5	26.26	30.71	2.602	2.64	2.402	190
28/06/2013 17:20	134.3	638.6	23.8	30.45	2.646	2.105	2.032	185
28/06/2013 17:30	94.5	518.2	22.07	30.27	2.67	2.362	2.061	212
28/06/2013 17:40	68.16	479.6	17.07	29.86	2.636	3.52	2.775	280
28/06/2013 17:50	36.26	337.3	10.27	29.22	2.888	4.221	3.329	250
28/06/2013 18:00	8.57	93.4	3.808	28.15	3.473	4.106	3.025	230
28/06/2013 18:10	0.053	0.021	0.058	26.83	4.427	4.041	2.802	249
28/06/2013 18:20	0	0.026	0	25.96	5.354	4.689	3.22	254
28/06/2013 18:30	0	0.004	0	25.11	6.047	4.087	2.91	261
28/06/2013 18:40	0	0.021	0	24.49	6.55	3.996	2.738	260
28/06/2013 18:50	0	0.03	0	23.83	7.259	3.936	2.794	250
28/06/2013 19:00	0	0	0	22.88	7.943	3.249	2.242	253
28/06/2013 19:10	0	0.01	0	22.59	8.47	3.138	2.319	230
28/06/2013 19:20	0	0.001	0	22.03	9.2	2.376	1.786	220
28/06/2013 19:30	0	0.003	0	21.64	9.36	1.78	1.144	227
28/06/2013 19:40	0	0	0	21.47	9.4	1.836	1.242	211
28/06/2013 19:50	0	0.03	0	21.02	9.59	3.064	2.402	161
28/06/2013 20:00	0	0.009	0	19.74	11.59	5.36	4.586	164
28/06/2013 20:10	0	0	0	19.25	11.84	5.932	5.136	166
28/06/2013 20:20	0	0.026	0	19.42	13.71	6.782	5.87	165
28/06/2013 20:30	0	0	0	18.52	15.35	5.83	5.025	161
28/06/2013 20:40	0	0.017	0	18.11	16.17	6.257	5.369	164
28/06/2013 20:50	0	0.029	0	18.58	17.13	7.704	6.797	169
28/06/2013 21:00	0	0.056	0	18.48	17.57	7.82	6.938	171
28/06/2013 21:10	0	0.024	0	18.4	17.71	7.724	6.986	175
28/06/2013 21:20	0	0.036	0	17.77	18.19	7.077	6.412	180
28/06/2013 21:30	0	0.032	0	17.23	18.74	6.192	5.672	188
28/06/2013 21:40	0	0.006	0	17.23	19.34	5.079	4.645	193
28/06/2013 21:50	0	0.008	0	16.79	19.97	4.685	4.265	192
28/06/2013 22:00	0	0.028	0	16.54	20.49	5.609	4.987	193
28/06/2013 22:10	0	0.008	0	16.56	20.69	5.479	4.786	195
28/06/2013 22:20	0	0.026	0	16.39	20.76	5.506	4.913	193
28/06/2013 22:30	0	0.039	0	15.2	21.69	4.684	4	185
28/06/2013 22:40	0	0.046	0	14.89	22.19	5.029	4.336	194
28/06/2013 22:50	0	0.041	0	15.83	21.22	4.793	4.071	202
28/06/2013 23:00	0	0.044	0	15.2	22.46	4.188	3.169	210
28/06/2013 23:10	0	0.031	0	14.14	23.93	3.483	2.655	215
28/06/2013 23:20	0	0.024	0	13.14	25.19	3.19	2.228	227
28/06/2013 23:30	0	0.014	0	13.05	25.69	3.402	2.514	218
28/06/2013 23:40	0	0.012	0	12.79	25.87	3.267	2.229	212
28/06/2013 23:50	0	0.029	0	13.02	25.79	3.265	2.342	212
29/06/2013 00:00	0	0.006	0	12.59	26.03	3.089	2.441	176
29/06/2013 00:10	0	0.004	0	11.94	26.17	3.928	3.44	181
29/06/2013 00:20	0	0.006	0	12.22	25.9	3.867	3.374	191
29/06/2013 00:30	0	0	0	12.21	26.05	2.757	2.123	202
29/06/2013 00:40	0	0.011	0	11.79	26.51	1.129	0.924	188
29/06/2013 00:50	0	0.02	0	10.92	27.25	2.017	1.701	180
29/06/2013 01:00	0	0.032	0	10.69	26.38	3.8	3.284	189
29/06/2013 01:10	0	0.041	0	10.61	24.77	4.091	3.643	188
29/06/2013 01:20	0	0.027	0	10.54	23.43	4.654	4.132	187
29/06/2013 01:30	0	0.026	0	10.06	24.07	2.451	1.762	211
29/06/2013 01:40	0	0.007	0	9.15	25.85	1.888	1.317	205
29/06/2013 01:50	0	0.014	0	8.79	26.24	2.451	1.955	196
29/06/2013 02:00	0	0.02	0	9.11	25.87	2.485	2.054	197
29/06/2013 02:10	0	0.009	0	8.99	26.25	2.734	2.1	208
29/06/2013 02:20	0	0.019	0	8.67	26.97	2.403	1.745	208
29/06/2013 02:30	0	0.034	0	8.39	27.47	2.015	1.411	220
29/06/2013 02:40	0	0.013	0	8.1	28.14	1.86	1.337	220
29/06/2013 02:50	0	0	0	7.67	29.09	2.752	2.074	217
29/06/2013 03:00	0	0.035	0	7.774	28.68	3.081	2.354	217
29/06/2013 03:10	0	0.012	0	7.551	28.79	3.203	2.342	218
29/06/2013 03:20	0	0.004	0	7.588	28.52	3.675	2.783	219
29/06/2013 03:30	0	0.003	0	7.956	27.46	4.277	3.218	219
29/06/2013 03:40	0	0.024	0	7.745	27.35	4.776	3.467	216
29/06/2013 03:50	0	0.046	0	8.44	25.8	4.416	3.393	215
29/06/2013 04:00	0	0.024	0	8.32	25.69	4.889	3.778	215
29/06/2013 04:10	0	0.024	0	8	26.2	5.026	3.833	215
29/06/2013 04:20	0	0.034	0	7.695	27.01	5.083	3.955	217
29/06/2013 04:30	0	0.024	0	7.906	26.67	5.126	3.901	221
29/06/2013 04:40	0	0.044	0	7.644	26.34	4.952	3.421	223
29/06/2013 04:50	0	0.043	0	8.13	24.47	5.135	3.818	223
29/06/2013 05:00	0	0.022	0	7.927	24.12	4.603	3.454	223
29/06/2013 05:10	0	0.036	0	7.484	25.14	4.48	3.439	221
29/06/2013 05:20	0	0.02	0	6.79	26.4	4.367	3.169	223
29/06/2013 05:30	0	0.031	0	6.744	25.97	4.541	3.077	225
29/06/2013 05:40	0	0.013	0	7.632	23.48	4.822	3.412	223
29/06/2013 05:50	0	0.04	0	7.789	22.5	4.577	3.199	223
29/06/2013 06:00	0	0.036	0	7.248	23.09	4.536	3.116	225
29/06/2013 06:10	0	0.011	0	7.063	23.38	4.811	3.762	222
29/06/2013 06:20	0	0.005	0	7.41	22.45	4.838	3.697	221
29/06/2013 06:30	0	0.041	0	7.221	22.57	4.452	3.322	223
29/06/2013 06:40	0	0.014	0	6.5	24.01	4.862	3.549	220
29/06/2013 06:50	0	0.024	0	6.064	24.97	4.813	3.628	220
29/06/2013 07:00	0	0.031	0	6.383	24.42	5.327	3.984	216
29/06/2013 07:10	0	0.045	0	7.007	23.41	5.236	4.044	213
29/06/2013 07:20	0.111	0	0.265	6.777	24.04	5.108	3.773	218
29/06/2013 07:30	4.76	3.609	4.354	6.555	24.5	5.002	3.851	218
29/06/2013 07:40	33.73	293.9	12.77	7.339	22.83	4.852	3.699	214
29/06/2013 07:50	62.58	455.5	18.54	7.173	22.9	4.883	3.816	215
29/06/2013 08:00	95.5	557.6	23.38	7.62	21.8	5.059	3.957	218
29/06/2013 08:10	129.6	625.2	27.94	7.874	21.37	4.676	3.411	225
29/06/2013 08:20	165.9	691	30.78	8.74	19.76	4.597	3.538	221
29/06/2013 08:30	202.6	742.7	33.05	10.23	17.04	4.704	3.718	215
29/06/2013 08:40	238.2	775.9	36.02	11.12	16.39	4.934	4.069	219
29/06/2013 08:50	274.3	807	38.46	12.7	14.52	4.293	3.423	214
29/06/2013 09:00	310	835	40.06	14.48	12.64	4.329	3.404	214
29/06/2013 09:10	345.2	860	41.02	15.95	11.16	5.288	4.415	207
29/06/2013 09:20	379.5	880	42.24	17.28	9.91	5.601	4.768	208
29/06/2013 09:30	411.9	892	44.61	18.56	8.99	4.689	4.175	206
29/06/2013 09:40	444.5	910	44.59	19.69	8.24	4.843	4.359	202
29/06/2013 09:50	475.5	922	45.88	20.4	7.648	5.911	5.465	196
29/06/2013 10:00	505.9	936	45.86	21.12	7.282	7.092	6.684	194
29/06/2013 10:10	534.8	948	46.07	21.99	6.817	6.742	6.316	196
29/06/2013 10:20	561.8	957	46.3	23.01	6.294	5.919	5.407	201
29/06/2013 10:30	587.4	965	46.68	23.94	5.777	5.773	5.393	198
29/06/2013 10:40	611.4	972	47.14	24.98	5.253	5.992	5.551	197
29/06/2013 10:50	633.9	978	47.52	25.83	4.781	6.379	6.04	192
29/06/2013 11:00	654	983	47.86	26.58	4.474	5.514	5.221	199
29/06/2013 11:10	673.1	988	48.07	27.58	4.034	4.309	3.972	203
29/06/2013 11:20	690.2	991	48.87	28.38	3.579	4.518	4.221	200
29/06/2013 11:30	705.1	993	48.84	28.89	3.339	4.772	4.463	197
29/06/2013 11:40	719.3	998	48.24	29.14	3.183	5.276	5.08	194
29/06/2013 11:50	731.7	1003	47.52	29.5	2.918	5.078	4.791	195
29/06/2013 12:00	741.7	1006	47.13	29.56	2.814	4.168	3.705	211
29/06/2013 12:10	749.8	1008	46.96	29.68	2.82	4.217	3.772	207
29/06/2013 12:20	756	1008	47.64	30.03	2.925	3.896	3.769	195
29/06/2013 12:30	759.7	1009	47.47	30.16	3.059	4.211	3.878	203
29/06/2013 12:40	762	1009	48.05	30	3.11	4.472	4.321	193
29/06/2013 12:50	763.6	1012	46.61	30.14	3.198	4.16	3.852	205
29/06/2013 13:00	762	1012	46.3	30.06	3.134	4.705	4.414	196
29/06/2013 13:10	757.9	1010	47.11	30.56	2.944	3.604	3.486	196
29/06/2013 13:20	752.4	1009	47	30.8	2.9	4.198	3.95	194
29/06/2013 13:30	745.2	1008	46.53	30.99	2.842	3.341	3.154	201
29/06/2013 13:40	736	1007	45.81	31.17	2.83	4.211	3.692	212
29/06/2013 13:50	724.8	1004	45.75	31.21	2.847	3.117	2.854	227
29/06/2013 14:00	710.3	997	46.8	31.41	2.795	3.627	3.347	202
29/06/2013 14:10	696.8	997	45.88	31.47	2.704	3.403	3.249	184
29/06/2013 14:20	679.3	993	45.4	31.42	2.73	2.761	2.694	187
29/06/2013 14:30	661.7	990	44.55	31.9	2.609	3.103	2.854	213
29/06/2013 14:40	638.9	980	45.05	31.76	2.605	2.889	2.805	190
29/06/2013 14:50	617.4	972	45.63	32.07	2.51	2.859	2.47	226
29/06/2013 15:00	593.9	968	43.33	32.15	2.483	3.268	2.682	238
29/06/2013 15:10	567.5	959	42.52	32.45	2.418	2.842	2.489	248
29/06/2013 15:20	540.1	947	43.05	31.88	2.663	3.632	3.227	214
29/06/2013 15:30	512	936	42.95	31.94	2.658	3.49	2.95	224
29/06/2013 15:40	483.3	925	42.86	31.8	2.678	3.289	2.886	218
29/06/2013 15:50	449.9	906	41.98	31.95	2.674	2.762	2.277	230
29/06/2013 16:00	418.9	893	40.96	31.77	2.782	3.727	3.184	220
29/06/2013 16:10	387	880	39.73	31.73	2.764	4.345	4.117	196
29/06/2013 16:20	353.7	865	38.13	31.56	2.794	4.186	3.947	194
29/06/2013 16:30	319.1	844	36.68	31.57	2.771	4.184	3.711	209
29/06/2013 16:40	283.6	820	34.15	31.59	2.722	3.225	2.65	228
29/06/2013 16:50	247.9	791.9	32.1	31.33	2.794	3.659	3.114	213
29/06/2013 17:00	212.6	758.9	30.33	30.96	2.911	4.427	3.932	208
29/06/2013 17:10	176.7	718.8	27.64	30.64	3.018	3.877	3.4	214
29/06/2013 17:20	141.2	670.1	24.36	30.37	3.09	4.145	3.304	224
29/06/2013 17:30	105.9	597.7	20.77	29.86	3.307	4.329	3.487	226
29/06/2013 17:40	73	527	17.21	29.29	3.637	4.238	3.216	227
29/06/2013 17:50	38.31	351.6	10.75	28.54	4.207	3.824	2.757	227
29/06/2013 18:00	9.75	97	4.608	27.81	4.832	4.212	3.248	223
29/06/2013 18:10	0.14	0.019	0.169	26.78	5.372	3.454	2.692	219
29/06/2013 18:20	0	0.004	0	25.74	6.061	3.622	2.878	216
29/06/2013 18:30	0	0.026	0	24.69	6.803	3.69	2.947	213
29/06/2013 18:40	0	0.011	0	23.97	7.389	4.293	3.639	200
29/06/2013 18:50	0	0.004	0	23.25	8.38	5.08	4.562	193
29/06/2013 19:00	0	0.021	0	22.63	9.94	5.487	5.037	195
29/06/2013 19:10	0	0.046	0	22.21	10.61	5.982	5.484	193
29/06/2013 19:20	0	0.012	0	21.79	10.36	6.119	5.553	188
29/06/2013 19:30	0	0.022	0	21.59	9.82	5.414	4.852	183
29/06/2013 19:40	0	0.028	0	20.3	9.67	4.616	3.983	177
29/06/2013 19:50	0	0.046	0	19.66	9.49	5.19	4.455	168
29/06/2013 20:00	0	0.018	0	19.92	8.16	5.423	4.784	174
29/06/2013 20:10	0	0.038	0	19.86	7.459	5.157	4.552	170
29/06/2013 20:20	0	0.044	0	19.21	7	3.564	2.829	153
29/06/2013 20:30	0	0.046	0	18.41	6.584	2.622	1.986	147
29/06/2013 20:40	0	0.021	0	17.96	6.85	3.188	2.542	158
29/06/2013 20:50	0	0.028	0	17.8	6.816	3.954	3.138	168
29/06/2013 21:00	0	0.029	0	18.34	6.155	4.706	3.963	183
29/06/2013 21:10	0	0.031	0	18.34	5.88	4.439	3.86	187
29/06/2013 21:20	0	0.032	0	18.6	5.476	3.415	2.791	198
29/06/2013 21:30	0	0.017	0	18.16	5.627	3.452	3.012	193
29/06/2013 21:40	0	0.063	0	16.5	6.36	2.844	2.441	200
29/06/2013 21:50	0	0.064	0	15.23	6.89	1.925	1.68	176
29/06/2013 22:00	0	0.045	0	14.91	7.249	1.915	1.414	196
29/06/2013 22:10	0	0.051	0	14.44	7.272	2.341	1.657	172
29/06/2013 22:20	0	0.044	0	13.77	7.493	2.467	1.94	187
29/06/2013 22:30	0	0.055	0	13.84	7.507	3.814	3.295	186
29/06/2013 22:40	0	0.026	0	13.75	7.433	4.22	3.813	192
29/06/2013 22:50	0	0.054	0	13.52	7.863	3.254	2.618	201
29/06/2013 23:00	0	0.038	0	13.12	8.14	3.012	2.559	192
29/06/2013 23:10	0	0.003	0	12.92	7.63	5.045	4.506	187
29/06/2013 23:20	0	0.028	0	12.38	7.64	4.949	4.237	178
29/06/2013 23:30	0	0.021	0	12.61	7.723	4.837	4.258	180
29/06/2013 23:40	0	0.068	0	12.31	7.924	3.801	3.195	174
29/06/2013 23:50	0	0.017	0	11.91	7.831	4.201	3.55	176
30/06/2013 00:00	0	0.047	0	11.91	7.662	4.283	3.718	182
30/06/2013 00:10	0	0.033	0	13.42	6.94	5.578	4.981	191
30/06/2013 00:20	0	0.034	0	12.91	6.942	5.724	4.848	177
30/06/2013 00:30	0	0.004	0	12.12	6.732	5.843	4.908	175
30/06/2013 00:40	0	0.036	0	11.45	6.599	4.546	3.511	110
30/06/2013 00:50	0	0.013	0	10.74	6.662	4.761	3.401	137
30/06/2013 01:00	0	0.018	0	10.61	7.396	4.896	3.746	147
30/06/2013 01:10	0	0.006	0	10.39	8.71	5.21	4.054	148
30/06/2013 01:20	0	0.031	0	10.48	9.41	4.375	3.592	157
30/06/2013 01:30	0	0	0	10.37	9.44	4.062	3.377	167
30/06/2013 01:40	0	0.019	0	9.8	9.86	3.257	2.754	179
30/06/2013 01:50	0	0.009	0	9.39	10.84	2.793	2.34	200
30/06/2013 02:00	0	0.021	0	9.26	11.07	3.148	2.597	195
30/06/2013 02:10	0	0	0	9.4	11.21	2.865	2.188	203
30/06/2013 02:20	0	0.021	0	9.03	11.36	3.64	3.064	194
30/06/2013 02:30	0	0.035	0	8.95	10.62	3.844	3.107	203
30/06/2013 02:40	0	0.036	0	8.14	9.54	2.923	2.259	208
30/06/2013 02:50	0	0.031	0	7.533	9.79	3.852	3.005	202
30/06/2013 03:00	0	0.022	0	7.59	9.23	3.566	2.833	207
30/06/2013 03:10	0	0.061	0	7.423	9.23	3.235	2.417	207
30/06/2013 03:20	0	0.004	0	7.435	9.76	3.081	2.294	216
30/06/2013 03:30	0	0.024	0	7.651	10.18	4.222	3.284	222
30/06/2013 03:40	0	0.044	0	8.23	10.89	4.23	3.217	218
30/06/2013 03:50	0	0.03	0	8.08	11.4	4.601	3.41	222
30/06/2013 04:00	0	0.014	0	7.897	11.49	4.586	3.677	208
30/06/2013 04:10	0	0.046	0	7.679	11.58	3.737	3.03	205
30/06/2013 04:20	0	0.02	0	7.599	11.85	3.636	2.866	204
30/06/2013 04:30	0	0.025	0	6.879	11.84	3.615	3.001	194
